field,value
note_sp,MORALE MATRIMONIALE
data_crea,2003-01-25 00:00:00
n_scheda,41549
segnatura,SR*
noName,241 B2
cod_sez,TD
n_s_sez,27
autore,"BARTH, KARL"
collabor,"B. GHERARDINI, INTROD."
edizione,I
luogo_pub,BRESCIA
editore,MORCELLIANA
data_pub,COPYRIGHT 1969
volume,2025-01-01 00:00:00
pagine,173
formato,19
collezion,IL PELLICANO
note_sp,PREDICHE DAL PENITENZIARIO DI BASILEA
data_crea,2003-01-25 00:00:00
n_scheda,41548
segnatura,SR*
noName,241 B1
cod_sez,TD
n_s_sez,27
autore,"BARTH, KARL"
collabor,"B. GHERARDINI, INTROD."
edizione,I
luogo_pub,BRESCIA
editore,MORCELLIANA
data_pub,COPYRIGHT 1967
volume,2025-01-01 00:00:00
pagine,100
formato,19
collezion,IL PELLICANO
data_crea,2003-01-25 00:00:00
n_scheda,41547
segnatura,SR*
noName,241 B
cod_sez,TD
n_s_sez,27
autore,"BARTH, KARL"
titolo,GIORNALE DI TEOLOGIA INTRODUZIONE AL PENSIERO DI KARL BARTH
collabor,"B. WILLEMS, CURAT."
edizione,II
luogo_pub,BRESCIA
editore,QUERINIANA
data_pub,COPYRIGHT 1966
volume,2025-01-01 00:00:00
pagine,142
formato,19
collezion,GIORNALE DI TEOLOGIA N. 3
data_crea,2003-01-25 00:00:00
n_scheda,41546
segnatura,SR
noName,281.9 B1
cod_sez,P
n_s_sez,6
autore,"BLOOM, ANTHONY"
collabor,"G. STELLA, TRAD."
edizione,I
luogo_pub,BRESCIA
editore,MORCELLIANA
data_pub,COPYRIGHT 1976
volume,2025-01-01 00:00:00
pagine,117
formato,21
collezion,SPIRITUALITA' ORTODOSSA
data_crea,2003-01-24 00:00:00
n_scheda,41545
segnatura,LE
noName,3-S/85
cod_sez,LE
n_s_sez,3
autore,"SANTUCCI, LUIGI"
edizione,V
luogo_pub,MILANO
editore,A. MONDADORI
data_pub,COPYRIGHT 1971
volume,2025-01-01 00:00:00
pagine,"XII,308"
formato,20
note_sp,SCRITTORI ITALIANI E STRANIERI [COLL.]
data_crea,2003-01-23 00:00:00
n_scheda,41544
segnatura,L 7
noName,",14"
cod_sez,L
n_s_sez,7
autore,"BARTOLI, LUCIANO"
titolo,SIMBOLOGIA MARIANA. GUIDA PER GLI ARTISTI E IL CLERO ALLA COMPENSION E ESTETICA E LITURGICA DEL TEMA MARIOLOGICO
edizione,I
luogo_pub,ROVIGO
editore,IST. PADANO ARTI GRAFICHE
data_pub,COPYRIGHT 1949
volume,2025-01-01 00:00:00
pagine,195
illustr,ILL.
formato,19.5
note_sp,LIBRO CON DEDICA SCRITTA DELL'A.
data_crea,2003-01-22 00:00:00
n_scheda,41543
segnatura,SR
noName,262 S1
cod_sez,TD
n_s_sez,19
autore,"SARTORI, LUIGI"
edizione,I-III RIST.
luogo_pub,PADOVA
editore,MESSAGGERO
data_pub,COPYRIGHT 2001
volume,2025-01-01 00:00:00
pagine,203
formato,18
collezion,LA TUNICA INCONSUTILE N. 4
data_crea,2003-01-22 00:00:00
n_scheda,41542
segnatura,SR
noName,260 K
cod_sez,TD
n_s_sez,19
autore,"KEHL, MEDARD"
collabor,"A. MAFFEIS, TRAD."
edizione,I
luogo_pub,MILANO
editore,PAOLINE
data_pub,COPYRIGHT 1995
volume,2025-01-01 00:00:00
pagine,463
formato,22
collezion,SAGGI DI TEOLOGIA/ L'ABSIDE / N. 17
note_sp,TRATTATO SISTEMATICO DI ECCLESIOLOGIA CATTOLICA
data_crea,2003-01-22 00:00:00
n_scheda,41541
segnatura,X A
noName,",VI/39"
cod_sez,AR
n_s_sez,0
autore,"BARBIERI, FRANCESCO"
collabor,CAMERA DI COMMERCIO DI BERGAMO E DI CREMONA [A CURA DELLA]
luogo_pub,CLUSONE (BG)
editore,EDITRICE C. FERRARI
data_pub,1988
volume,2025-01-01 00:00:00
pagine,166
illustr,"ILL. [FOT. IN BIANCONERO, ALCUNE A COL.]"
formato,30
note_sp,FOTOGRAFIE DI FRANCESCO FUMAGALLI
data_crea,2003-01-21 00:00:00
n_scheda,41540
segnatura,GE
noName,"2,XXVIII/3"
cod_sez,GE
n_s_sez,2
collabor,COLOMBO U. / LANZAVECCHIA G. [A CURA DI]
luogo_pub,MILANO
editore,LIBRI SCHEIWILLER/CI-CREDITO ITALIANO
data_pub,COPYRIGHT 2002
volume,2025-01-01 00:00:00
pagine,489
illustr,"ILL. [FOT.,A COL.]"
formato,28
collezion,"LA NUOVA SCIENZA, V. 3"
note_sp,CONTRIBUTI DI AA.VV.
data_crea,2003-01-21 00:00:00
n_scheda,41539
segnatura,SR
noName,216 M
cod_sez,SE
n_s_sez,11
autore,"MANSELLI, RAOUL"
edizione,I
luogo_pub,NAPOLI
editore,MORANO
data_pub,COPYRIGHT 1963
volume,2025-01-01 00:00:00
pagine,350
formato,21
collezion,TEOLOGIA /STORIA DELLE ERESIE
data_crea,2003-01-20 00:00:00
n_scheda,41538
segnatura,SR
noName,920 AV5
cod_sez,SE
n_s_sez,30
edizione,I
luogo_pub,PINEROLO
editore,ALZANI
data_pub,COPYRIGHT 1988
volume,2025-01-01 00:00:00
pagine,143
formato,19
collezion,CARTEGGIO CON SR TERESA AGOSTINA E MADRE MARIA DEG
data_crea,2003-01-20 00:00:00
n_scheda,41537
segnatura,SR
noName,920 B101
cod_sez,SE
n_s_sez,30
autore,"BARBERO, PIER LUIGI"
titolo,LA VERGINE MACEDONE S. FILOMENA/ UNA STORIA DEL IV SECOLO
edizione,I
luogo_pub,TORINO
editore,A.G.A.T.
data_pub,COPYRIGHT 1988
volume,2025-01-01 00:00:00
pagine,143
formato,21
collezion,BIOGRAFIA ROMANZATA
data_crea,2003-01-20 00:00:00
n_scheda,41536
segnatura,SR
noName,920 B100
cod_sez,SE
n_s_sez,30
autore,"BARBERO, PIER LUIGI"
edizione,I
luogo_pub,TORINO
editore,KB-CENTRO DI DIABETOLOGIA
data_pub,COPYRIGHT 1989
volume,2025-01-01 00:00:00
pagine,195
formato,21
collezion,BIOGRAFIA ROMANZATA
data_crea,2003-01-20 00:00:00
n_scheda,41535
segnatura,SR
noName,920 P100
cod_sez,SE
n_s_sez,30
autore,"PERCIVALE, FRANCO"
edizione,I
luogo_pub,BUSSANA-SANREMO
editore,ED. POSTULAZIONE
data_pub,COPYRIGHT 1981
volume,2025-01-01 00:00:00
pagine,93
illustr,FOTO
formato,24
collezion,BIOGRAFIE
data_crea,2003-01-20 00:00:00
n_scheda,41534
segnatura,SR
noName,920 P99
cod_sez,SE
n_s_sez,30
autore,"PORTALE, GIUSEPPE"
edizione,I
luogo_pub,ADRANO- CATANIA
editore,COM. ED.
data_pub,COPYRIGHT 1995
volume,2025-01-01 00:00:00
pagine,177
illustr,FOTO
formato,21
collezion,BIOGRAFIE
data_crea,2003-01-20 00:00:00
n_scheda,41533
segnatura,SR
noName,920 G81
cod_sez,SE
n_s_sez,30
autore,"GUGLIELMETTI, RENZA"
titolo,CAPPUCCINO DI FRONTIERA P. GIUSEPPE MARIA BORGIA
edizione,I
luogo_pub,CANTALUPA -TO
editore,EFFATA'
data_pub,COPYRIGHT 1998
volume,2025-01-01 00:00:00
pagine,128
formato,20
collezion,BIOGRAFIE
data_crea,2003-01-20 00:00:00
n_scheda,41532
segnatura,SR
noName,920 R65
cod_sez,SE
n_s_sez,30
autore,"REDIGOLO, GIAMPAOLO"
edizione,I
luogo_pub,MILANO
editore,ANCORA
data_pub,COPYRIGHT 2001
volume,2025-01-01 00:00:00
pagine,143
illustr,FOTO
formato,20.5
collezion,BIOGRAFIE
data_crea,2003-01-20 00:00:00
n_scheda,41531
segnatura,SR
noName,920 V24
cod_sez,SE
n_s_sez,30
autore,"VALLAINC, FAUSTO"
titolo,L'UOMO DEL SERVIZIO FR. EGIDIO GIOVANNI LAURENT
edizione,I
luogo_pub,ALBA
editore,EP
data_pub,COPYRIGHT 1987
volume,2025-01-01 00:00:00
pagine,128
illustr,FOTO
formato,20
collezion,BIOGRAFIE
data_crea,2003-01-20 00:00:00
n_scheda,41530
segnatura,SR
noName,920 M118
cod_sez,SE
n_s_sez,30
collabor,DI MADRE MARIA DI S. CECILIA DI ROMA
edizione,I
luogo_pub,TORINO
editore,L.I.C.E.
data_pub,COPYRIGHT 1938
volume,2025-01-01 00:00:00
pagine,334
illustr,FOTO
formato,22
collezion,BIOGRAFIE
data_crea,2003-01-20 00:00:00
n_scheda,41529
segnatura,SR
noName,242(L M122
cod_sez,SP
n_s_sez,2
autore,"MERTON, THOMAS"
collabor,"E. GATTI, TRAD."
edizione,I
luogo_pub,MAGNANO/BI
editore,QIQAJON/BOSE
data_pub,COPYRIGHT 2001
volume,2025-01-01 00:00:00
pagine,104
formato,18
collezion,OPERE SPIRITUALI
data_crea,2003-01-20 00:00:00
n_scheda,41528
segnatura,SR
noName,853.9 P64
cod_sez,LE
n_s_sez,2
autore,"PRISCO, MICHELE"
edizione,I
luogo_pub,MILANO
editore,RIZZOLI
data_pub,COPYRIGHT 1970
volume,2025-01-01 00:00:00
pagine,277
formato,21
collezion,ROMANZI
data_crea,2003-01-20 00:00:00
n_scheda,41527
segnatura,SR
noName,853.9 C37
cod_sez,LE
n_s_sez,2
autore,"CASSOLA, CARLO"
edizione,I
luogo_pub,MILANO
editore,RIZZOLI
data_pub,COPYRIGHT 1976
volume,2025-01-01 00:00:00
pagine,536
formato,22
collezion,ROMANZI
data_crea,2003-01-20 00:00:00
n_scheda,41526
segnatura,SR
noName,823.9 C24
cod_sez,LE
n_s_sez,5
autore,"CRONIN, A. J."
collabor,"A. CAMERINO-C. IZZO, TRAD."
edizione,IX
luogo_pub,MILANO
editore,BOMPIANI
data_pub,COPYRIGHT 1949
volume,2025-01-01 00:00:00
pagine,600
formato,20
collezion,ROMANZI
data_crea,2003-01-20 00:00:00
n_scheda,41525
segnatura,SR
noName,808.8 U
cod_sez,LE
n_s_sez,10
autore,"URIS, LEON"
collabor,"A. MATTIOLI, TRAD."
edizione,I
luogo_pub,VERONA
editore,MONDADORI
data_pub,COPYRIGHT 1961
volume,2025-01-01 00:00:00
pagine,834
formato,21
collezion,ROMANZI STORICI
data_crea,2003-01-20 00:00:00
n_scheda,41524
segnatura,SR
noName,808.8 W6
cod_sez,LE
n_s_sez,5
autore,"WALLACE, IRVING"
collabor,"B. ODDERA, TRAD."
edizione,I
luogo_pub,MILANO
editore,RIZZOLI
data_pub,COPYRIGHT 1964
volume,2025-01-01 00:00:00
pagine,833
formato,23
collezion,ROMANZI STORICI
data_crea,2003-01-20 00:00:00
n_scheda,41523
segnatura,SR
noName,248 R3
cod_sez,SP
n_s_sez,9
autore,"RUIZ, FEDERICO"
titolo,LE VIE DELLO SPIRITO SINTESI DI TEOLOGIA SPIRITUALE
collabor,"A.V., TRAD."
edizione,I
luogo_pub,BOLOGNA
editore,DEHONIANE
data_pub,COPYRIGHT 1999
volume,2025-01-01 00:00:00
pagine,532
formato,24
collezion,MANUALI DI TEOLOGIA SPIRITUALE/ NUOVI SAGGI TEOLOG
data_crea,2003-01-20 00:00:00
n_scheda,41522
segnatura,SR
noName,224.7 C
cod_sez,BL
n_s_sez,14
autore,"CERONETTI, GUIDO"
edizione,I
luogo_pub,MILANO
editore,ADELPHI
data_pub,COPYRIGHT 1981
volume,2025-01-01 00:00:00
pagine,428
formato,22
collezion,COMMENTI AI PROFETI
data_crea,2003-01-20 00:00:00
n_scheda,41521
segnatura,SR
noName,920 LG
cod_sez,SE
n_s_sez,30
autore,"LE GOFF, JACQUES"
collabor,"A. DE VINCENTIS, TRAD."
edizione,I
luogo_pub,BARI
editore,LATERZA
data_pub,COPYRIGHT 2000
volume,2025-01-01 00:00:00
pagine,208
formato,21
collezion,BIOGRAFIE
data_crea,2003-01-20 00:00:00
n_scheda,41520
segnatura,DC
noName,"3,49"
cod_sez,DC
n_s_sez,3
autore,U.B.I. - UNIVERSA BIBLIOTHECA IURIS
collabor,OCHOA S. / DIEZ A. [A CURA DI]
luogo_pub,ROMA
editore,COMMENTARIUM PRO RELIGIOSIS
data_pub,1965
volume,2025-01-01 00:00:00
pagine,"XI,291"
formato,30
note_sp,FRONT. AGGIUNTO
data_crea,2003-01-15 00:00:00
n_scheda,41519
segnatura,BL
noName,"17,28"
cod_sez,BL
n_s_sez,17
autore,"LORETA, GIUSEPPE"
luogo_pub,TORINO
editore,LIBRERIA SALESIANA EDITRICE
data_pub,1901
volume,2025-01-01 00:00:00
pagine,"4 F.P.,580"
illustr,"ILL.,TAV."
formato,25
data_crea,2003-01-15 00:00:00
n_scheda,41518
segnatura,BL
noName,"3/30,II"
cod_sez,BL
n_s_sez,3
autore,VIGOUROUX ; BACUEZ
titolo,MANUALE BIBLICO OSSIA CORSO DI SACRA SCRITTURA AD USO DEI SEMINARI. VECCHIO TESTAMENTO. V. II/LIBRI STORICI - SAPIENZIALI - PROFETICI
edizione,"III, RIV. ET AMPL."
luogo_pub,S. PIER D'ARENA
editore,LIBRERIA SALESIANA EDITRICE
data_pub,1912
volume,2025-02-02 00:00:00
pagine,837
illustr,"ILL.,FACS."
formato,25
data_crea,2003-01-15 00:00:00
n_scheda,41517
segnatura,BL
noName,"3/30,I (I-II)"
cod_sez,BL
n_s_sez,3
autore,VIGOUROUX ; BACUEZ
titolo,MANUALE BIBLICO OSSIA CORSO DI SACRA SCRITTURA AD USO DEI SEMINARI. VECCHIO TESTAMENTO. V. I/INTRODUZIONE GENERALE AL PENTATEUCO
edizione,"III, RIV. ET AMPL."
luogo_pub,S. PIER D'ARENA
editore,LIBRERIA SALESIANA EDITRICE
data_pub,1912
volume,2025-02-01 00:00:00
pagine,"XLVIII,806"
illustr,"ILL.,FACS."
formato,25
data_crea,2003-01-15 00:00:00
n_scheda,41516
segnatura,BL
noName,"8,48"
cod_sez,BL
n_s_sez,8
autore,"LUBAC, HENRI DE"
luogo_pub,PARIS
editore,AUBIER
data_pub,COPYRIGHT 1950
volume,2025-01-01 00:00:00
pagine,448
formato,22.5
note_sp,"IN TESTA FRONT.: THEOLOGIE, ETUDES..."
data_crea,2003-01-15 00:00:00
n_scheda,41515
segnatura,BL
noName,"12/44,II"
cod_sez,BL
n_s_sez,12
autore,"PRAT, FERDINANDO, S.I."
titolo,LA TEOLOGIA DI SAN PAOLO. PARTE II O
collabor,"ALBERA G.,TRAD."
edizione,RISTAMPA
luogo_pub,TORINO
editore,S.E.I.
data_pub,1945
volume,2025-02-02 00:00:00
pagine,"VI,481"
formato,22.5
note_sp,TRADUZ. AUTORIZZ. DELLA VII ED. FRANCESE / NUOVA B
data_crea,2003-01-15 00:00:00
n_scheda,41514
segnatura,BL
noName,"12/44,I (I-II)"
cod_sez,BL
n_s_sez,12
autore,"PRAT, FERDINANDO, S.I."
titolo,LA TEOLOGIA DI SAN PAOLO. PARTE I O
collabor,"ALBERA G.,TRAD."
edizione,VI RISTAMPA
luogo_pub,TORINO
editore,S.E.I.
data_pub,1945
volume,2025-02-01 00:00:00
pagine,"VII,489"
formato,22.5
note_sp,TRADUZ. AUTORIZZ. DELLA VII ED. FRANCESE / NUOVA B
data_crea,2003-01-15 00:00:00
n_scheda,41513
segnatura,BL
noName,"14/52,II"
cod_sez,BL
n_s_sez,14
autore,"SCHUSTER, IGNAZIO ; HOLZAMMER, G. BATTISTA"
titolo,"MANUALE DI STORIA BIBLICA... IL NUOVO TESTAMENTO, PARTE II: LA CHIES A DI GESU` CRISTO NELL'ETA` APOSTOLICA"
collabor,"ARRO` A.,TRAD."
edizione,"II, RIV."
luogo_pub,TORINO
editore,S.E.I.
data_pub,1952
volume,2025-02-02 00:00:00
pagine,635-967
illustr,TAV.
formato,22.5
note_sp,DALL'VIII ED. TEDESCA COMPL.TE RIFATTA; STUDI SUPE
data_crea,2003-01-15 00:00:00
n_scheda,41512
segnatura,BL
noName,"14/52,I (I-II)"
cod_sez,BL
n_s_sez,14
autore,"SCHUSTER, IGNAZIO ; HOLZAMMER, G. BATTISTA"
titolo,"MANUALE DI STORIA BIBLICA... IL NUOVO TESTAMENTO, PARTE I: L'EVANGEL O DI GESU` CRISTO"
collabor,"ARRO` A.,TRAD."
edizione,"II, RIV."
luogo_pub,TORINO
editore,S.E.I.
data_pub,1952
volume,2025-02-01 00:00:00
pagine,"XXIII,634"
illustr,"ANT.,ILL.,TAV."
formato,22.5
note_sp,DALL'VIII ED. TEDESCA COMPL.TE RIFATTA; STUDI SUPE
data_crea,2003-01-15 00:00:00
n_scheda,41511
segnatura,BL
noName,"14,51"
cod_sez,BL
n_s_sez,14
autore,"SCHUSTER, IGNAZIO ; HOLZAMMER, G. BATTISTA"
titolo,MANUALE DI STORIA BIBLICA... IL VECCHIO TESTAMENTO STUDI SUPERIORI
collabor,"ARRO` A.,TRAD."
edizione,"II, RIV."
luogo_pub,TORINO
editore,S.E.I.
data_pub,1951
volume,2025-01-01 00:00:00
pagine,"VIII,1051"
illustr,"ILL.,TAV."
formato,22.5
note_sp,DALL'VIII ED. TEDESCA COMPL.TE RIFATTA
data_crea,2003-01-15 00:00:00
n_scheda,41510
segnatura,SP
noName,"0,4"
cod_sez,SP
n_s_sez,0
titolo,TERESIANUM. LA TEOLOGIA SPIRITUALE. ATTI DEL CONGRESSO INTERNAZIONAL E O.C.D.; ROMA 24-29 APRILE 2000
luogo_pub,ROMA
editore,EDIZIONI DEL TERESIANUM
data_pub,2000
volume,2025-01-01 00:00:00
pagine,925
formato,23.5
data_crea,2003-01-15 00:00:00
n_scheda,41509
segnatura,BL
noName,"1,63"
cod_sez,BL
n_s_sez,1
autore,"SCHMOLLER, ALFRED"
titolo,HANDKONKORDANZ ZUM GRIECHISCHEN NEUEN TESTAMENT DI EDIZIONI DIFFERENTI
edizione,XV
luogo_pub,STUTTGART
editore,W.B.S.
data_pub,1973
volume,2025-01-01 00:00:00
pagine,"9 F.P.,534"
formato,23.5
note_sp,IN BIBLIOTECA SONO PRESENTI N. 3 COPIE DELLA STESS
data_crea,2003-01-15 00:00:00
n_scheda,41508
segnatura,BL
noName,"12/45,II"
cod_sez,BL
n_s_sez,12
autore,"TOMMASO, D'AQUINO, S."
edizione,VII
luogo_pub,TAURINI
editore,MARIETTI
data_pub,1929
volume,2025-02-02 00:00:00
pagine,"4 F.P.,472"
formato,21
data_crea,2003-01-15 00:00:00
n_scheda,41507
segnatura,BL
noName,"12/45,I (I-II)"
cod_sez,BL
n_s_sez,12
autore,"TOMMASO, D'AQUINO, S."
edizione,VII
luogo_pub,TAURINI
editore,MARIETTI
data_pub,1929
volume,2025-02-01 00:00:00
pagine,"4 F.P.,604"
formato,21
data_crea,2003-01-15 00:00:00
n_scheda,41506
segnatura,BL
noName,"10,52"
cod_sez,BL
n_s_sez,10
autore,"TOMMASO, D'AQUINO, S."
titolo,CATENA AUREA IN QUATUOR EVANGELIA. I/EXPOSITIO IN MATTHAEUM ET MARCU M
collabor,"GUARIENTI A.,O.P.,CURAT."
luogo_pub,TAURINI/ROMAE
editore,MARIETTI
data_pub,COPYRIGHT 1953
volume,2025-01-01 00:00:00
pagine,"VI,566"
formato,24
data_crea,2003-01-15 00:00:00
n_scheda,41505
segnatura,SR
noName,853.9 RS3
cod_sez,LE
n_s_sez,2
autore,"RIGONI STERN, MARIO"
edizione,I
luogo_pub,TORINO
editore,EINAUDI
data_pub,COPYRIGHT 1998
volume,2025-01-01 00:00:00
pagine,125
formato,21.5
collezion,OPERE DI NARRATIVA DEL NOVECENTO
data_crea,2003-01-14 00:00:00
n_scheda,41504
segnatura,SR
noName,923 C7
cod_sez,S
n_s_sez,25
autore,"CIANO, FABRIZIO"
collabor,"D. CIMAGALLI, CURAT."
edizione,I
luogo_pub,MILANO
editore,MONDADORI
data_pub,COPYRIGHT 1991
volume,2025-01-01 00:00:00
pagine,185
illustr,"FOTO, ILL."
formato,21.5
collezion,MEMORIALISTICA BIOGRAFICA
note_sp,INGRANDIMENTI
data_crea,2003-01-14 00:00:00
n_scheda,41503
segnatura,BL
noName,"3,29/B"
cod_sez,BL
n_s_sez,3
autore,"CORNELY, R., S.I."
collabor,"MERK AGOSTINO,S.I.,ED."
edizione,X
luogo_pub,PARISIIS
editore,LETHIELLEUX
data_pub,1929
volume,2025-01-01 00:00:00
pagine,"XI,1091"
illustr,"TAV. CRON.,CARTINE RIPIEG."
formato,25
note_sp,FRONT.AGG.: CURSUS SCRIPTURAE SACRAE / OP. DOPPIA
data_crea,2003-01-14 00:00:00
n_scheda,41502
segnatura,BL
noName,"8,46"
cod_sez,BL
n_s_sez,8
autore,"CORBON, JEAN ; BOUTTIER, MICHEL ; KHODRE, GEORGES"
collabor,"FABBRI F.,TRAD."
luogo_pub,ROMA
editore,EDITRICE A.V.E.
data_pub,COPYRIGHT 1967
volume,2025-01-01 00:00:00
pagine,182
formato,19
note_sp,FRONT. AGG.: CHIESE IN DIALOGO
data_crea,2003-01-14 00:00:00
n_scheda,41501
segnatura,BL
noName,"8,45"
cod_sez,BL
n_s_sez,8
autore,"SPADAFORA, FRANCESCO"
luogo_pub,ROMA
editore,CITTA` NUOVA
data_pub,COPYRIGHT 1964
volume,2025-01-01 00:00:00
pagine,422
formato,21
data_crea,2003-01-14 00:00:00
n_scheda,41500
segnatura,L 7
noName,",28"
cod_sez,L
n_s_sez,7
soggetto,"ARTE SACRA - SIMBOLI - CHIESA ""MADONNA DEL MARE""-T"
autore,"POLITA, GABRIELE, O.F.M."
luogo_pub,TRIESTE
editore,"PARROCCHIA ""MADONNA DEL MARE"""
data_pub,1986
volume,2025-01-01 00:00:00
pagine,136
illustr,ILL. [ABCHE A COL.]
formato,24
note_sp,OP. DOPPIA [VEDI ANCHE ARTE]
data_crea,2003-01-14 00:00:00
n_scheda,41499
segnatura,TD
noName,"22,16"
cod_sez,TD
n_s_sez,22
autore,"PIOLANTI, A."
edizione,II
luogo_pub,TORINO
editore,MARIETTI
data_pub,COPYRIGHT 1947
volume,2025-01-01 00:00:00
pagine,"XII,142"
formato,24
note_sp,COLLECTIO THEOLOGICA ROMANA
data_crea,2003-01-14 00:00:00
n_scheda,41498
segnatura,TD
noName,"13,21"
cod_sez,TD
n_s_sez,13
autore,"PARENTE, PIETRO"
edizione,IV
luogo_pub,TORINO
editore,MARIETTI
data_pub,COPYRIGHT 1955
volume,2025-01-01 00:00:00
pagine,"X,314"
formato,24
note_sp,COLLECTIO THEOLOGICA ROMANA
data_crea,2003-01-14 00:00:00
n_scheda,41497
segnatura,TD
noName,"10,46"
cod_sez,TD
n_s_sez,10
autore,"PARENTE, PIETRO"
edizione,VI
luogo_pub,TORINO
editore,MARIETTI
data_pub,COPYRIGHT 1960
volume,2025-01-01 00:00:00
pagine,"XIV,445"
formato,24
note_sp,"OP. DOPPIA, DIVERSA ED. / COLLECTIO THEOLOGICA ROM"
data_crea,2003-01-14 00:00:00
n_scheda,41496
segnatura,TD
noName,"10,45"
cod_sez,TD
n_s_sez,10
autore,"PIOLANTI, A."
edizione,III
luogo_pub,TORINO
editore,MARIETTI
data_pub,COPYRIGHT 1951
volume,2025-01-01 00:00:00
pagine,"XI,466"
formato,21
note_sp,COLLECTIO THEOLOGICA ROMANA
data_crea,2003-01-14 00:00:00
n_scheda,41492
segnatura,SR
noName,142.5 Z
cod_sez,FL
n_s_sez,23
collabor,STELIO ZEPPI
edizione,I
luogo_pub,MILANO
editore,NV ACCADEMIA
data_pub,COPYRIGHT 1961
volume,2025-01-01 00:00:00
pagine,172
formato,17
collezion,CRITICA A CAMUS
data_crea,2003-01-14 00:00:00
n_scheda,41491
segnatura,SR
noName,146 T11
cod_sez,FL
n_s_sez,20
collabor,"N. ABBAGNANO, CURAT."
edizione,I
luogo_pub,MILANO
editore,GARZANTI
data_pub,COPYRIGHT 1941
volume,2025-01-01 00:00:00
pagine,303
formato,18
collezion,I FILOSOFI
data_crea,2003-01-14 00:00:00
n_scheda,41490
segnatura,SR
noName,141 M
cod_sez,FL
n_s_sez,20
autore,MONTESQUIEU
collabor,"A. MONTESPERELLI, CURAT."
edizione,I
luogo_pub,TORINO
editore,PARAVIA
data_pub,COPYRIGHT 1979
volume,2025-01-01 00:00:00
pagine,168
formato,20
collezion,BIBLIOTECA DI FILOSOFIA
data_crea,2003-01-14 00:00:00
n_scheda,41489
segnatura,SR
noName,141.5 N1
cod_sez,FL
n_s_sez,21
autore,"NIETZSCHE, FRIEDRICH"
collabor,"G. COLLI-MZZINO MONTINARI, CURAT."
edizione,I-3 RIST.
luogo_pub,MILANO
editore,MONDADORI
data_pub,COPYRIGHT 1971
volume,2025-01-01 00:00:00
pagine,436
formato,18
collezion,I GRANDI SCRITTORI STRANIERI
data_crea,2003-01-14 00:00:00
n_scheda,41488
segnatura,SR
noName,141.5 N
cod_sez,FL
n_s_sez,21
autore,"NIETZSCHE, FRIEDRICH"
collabor,"B. ALLASON , CURAT."
edizione,I-3 RIST.
luogo_pub,TORINO
editore,U.T.E.T.
data_pub,COPYRIGHT 1954
volume,2025-01-01 00:00:00
pagine,409
formato,20
collezion,I GRANDI SCRITTORI STRANIERI
data_crea,2003-01-14 00:00:00
n_scheda,41487
segnatura,SR
noName,141.4 S
cod_sez,FL
n_s_sez,21
autore,"SCHOPENHAUER, ARTURO"
collabor,"MAZZANTINI C., CURAT."
edizione,I
luogo_pub,TORINO
editore,PARAVIA
data_pub,COPYRIGHT 1939
volume,2025-01-01 00:00:00
pagine,140
formato,20
collezion,PICCOLO BIBLIOTECA DI FILOSOFIA E PEDAGOGIA
data_crea,2003-01-14 00:00:00
n_scheda,41486
segnatura,SR
noName,190.3 B
cod_sez,FL
n_s_sez,15
autore,"BATTAGLIA, FELICE"
titolo,L'OPERA DI VINCENZO CIOCO E LA FORMAZIONE DELLA COSCIENZA NAZIONALE IN ITALIA
edizione,II
luogo_pub,FIRENZE
editore,GIUNTI
data_pub,COPYRIGHT 1972
volume,2025-01-01 00:00:00
pagine,319
formato,19
collezion,FILOSOFIA DELLA STORIA
data_crea,2003-01-14 00:00:00
n_scheda,41485
segnatura,SR
noName,190 Y
cod_sez,FL
n_s_sez,15
autore,"YORCK, PAUL VON WARTENBURG"
collabor,"F. DONADIO, CURAT."
edizione,I
luogo_pub,NAPOLI
editore,GUIDA ED.
data_pub,COPYRIGHT 1980
volume,2025-01-01 00:00:00
pagine,175
formato,22
collezion,FILOSOFIA DELLA STORIA
data_crea,2003-01-14 00:00:00
n_scheda,41484
segnatura,SR
noName,215 G
cod_sez,FL
n_s_sez,7
autore,"GUITTON, JEAN"
collabor,GUITTON DIALOGA CON IGOR-GRICHKA BOGDANOV
edizione,I
luogo_pub,MILANO
editore,BOMPIANI
data_pub,COPYRIGHT 1992
volume,2025-01-01 00:00:00
pagine,137
formato,21
collezion,SCIENZA - FILOSOFIA - RELIGIONE
data_crea,2003-01-14 00:00:00
n_scheda,41483
segnatura,SR
noName,192 R2
cod_sez,FL
n_s_sez,22
autore,"RUSSELL, BERTRAND"
collabor,"E. MORPURGO, TRAD."
edizione,I
luogo_pub,MILANO
editore,LONGANESI
data_pub,COPYRIGHT 1968
volume,2025-01-01 00:00:00
pagine,198
formato,18
collezion,I TASCABILI
data_crea,2003-01-14 00:00:00
n_scheda,41482
segnatura,SR
noName,192 R1
cod_sez,FL
n_s_sez,22
autore,"RUSSELL, BERTRAND"
collabor,"C. PELLIZZI, TRAD."
edizione,II
luogo_pub,MILANO
editore,LONGANESI
data_pub,COPYRIGHT 1968
volume,2025-01-01 00:00:00
pagine,261
formato,18
collezion,I TASCABILI
data_crea,2003-01-14 00:00:00
n_scheda,41481
segnatura,SR
noName,241 R
cod_sez,TM
n_s_sez,11
autore,"RUSSELL, BERTRAND"
collabor,"G. TORNABUONI, TRAD."
edizione,I
luogo_pub,MILANO
editore,LONGANESI
