field,value,campo,valore,n_scheda
noName,142.5 G,noName,142.5 G,41244
cod_sez,FL,cod_sez,FL,41244
n_s_sez,21,n_s_sez,21,41244
autore,"GIDE, ANDRE",autore,"GIDE, ANDRE",41244
edizione,I,edizione,I,41244
luogo_pub,PARIS,luogo_pub,PARIS,41244
editore,GALLIMARD,editore,GALLIMARD,41244
data_pub,COPYRIGHT 1949,data_pub,COPYRIGHT 1949,41244
volume,2025-02-01 00:00:00,volume,2025-02-01 00:00:00,41244
pagine,1375,pagine,1375,41244
formato,18,formato,18,41244
collezion,FILOSOFIA,collezion,FILOSOFIA,41244
data_crea,2003-01-08 00:00:00,data_crea,2003-01-08 00:00:00,41244
segnatura,SR,segnatura,SR,41243
noName,142.2 H2,noName,142.2 H2,41243
cod_sez,FL,cod_sez,FL,41243
n_s_sez,21,n_s_sez,21,41243
autore,HEGEL,autore,HEGEL,41243
titolo,ENCICLOPEDIA DELLE SCIENZE FILOSOFICHE IN COMPENDIO,titolo,ENCICLOPEDIA DELLE SCIENZE FILOSOFICHE IN COMPENDIO,41243
collabor,"B. CROCE, TRAD.",collabor,"B. CROCE, TRAD.",41243
edizione,II,edizione,II,41243
luogo_pub,BARI,luogo_pub,BARI,41243
editore,LATERZA,editore,LATERZA,41243
data_pub,COPYRIGHT 1989,data_pub,COPYRIGHT 1989,41243
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41243
pagine,657,pagine,657,41243
formato,20,formato,20,41243
collezion,FILOSOFIA,collezion,FILOSOFIA,41243
data_crea,2003-01-08 00:00:00,data_crea,2003-01-08 00:00:00,41243
segnatura,SR,segnatura,SR,41242
noName,142.5 S3,noName,142.5 S3,41242
cod_sez,FL,cod_sez,FL,41242
n_s_sez,21,n_s_sez,21,41242
autore,"SARTRE, JEAN-PAUL",autore,"SARTRE, JEAN-PAUL",41242
collabor,"G. MONICELLI, TRAD.",collabor,"G. MONICELLI, TRAD.",41242
edizione,I,edizione,I,41242
luogo_pub,MILANO,luogo_pub,MILANO,41242
editore,MONDADORI,editore,MONDADORI,41242
data_pub,COPYRIGHT 1975,data_pub,COPYRIGHT 1975,41242
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41242
pagine,272,pagine,272,41242
formato,18.5,formato,18.5,41242
collezion,FILOSOFIA,collezion,FILOSOFIA,41242
data_crea,2003-01-08 00:00:00,data_crea,2003-01-08 00:00:00,41242
segnatura,SR,segnatura,SR,41241
noName,142.5 S2,noName,142.5 S2,41241
cod_sez,FL,cod_sez,FL,41241
n_s_sez,21,n_s_sez,21,41241
autore,"SARTRE, JEAN-PAUL",autore,"SARTRE, JEAN-PAUL",41241
collabor,"S. ZOPPI, CURAT.",collabor,"S. ZOPPI, CURAT.",41241
edizione,I,edizione,I,41241
luogo_pub,TORINO,luogo_pub,TORINO,41241
editore,SEI,editore,SEI,41241
data_pub,COPYRIGHT 1979,data_pub,COPYRIGHT 1979,41241
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41241
pagine,146,pagine,146,41241
formato,21,formato,21,41241
collezion,FILOSOFIA,collezion,FILOSOFIA,41241
data_crea,2003-01-08 00:00:00,data_crea,2003-01-08 00:00:00,41241
segnatura,SR,segnatura,SR,41240
noName,142.5 S1,noName,142.5 S1,41240
cod_sez,FL,cod_sez,FL,41240
n_s_sez,21,n_s_sez,21,41240
autore,"SARTRE, JEAN-PAUL",autore,"SARTRE, JEAN-PAUL",41240
collabor,"F. DESSI', TRAD.",collabor,"F. DESSI', TRAD.",41240
edizione,II,edizione,II,41240
luogo_pub,VERONA,luogo_pub,VERONA,41240
editore,MONDADORI,editore,MONDADORI,41240
data_pub,COPYRIGHT 1960,data_pub,COPYRIGHT 1960,41240
volume,2025-02-02 00:00:00,volume,2025-02-02 00:00:00,41240
pagine,385,pagine,385,41240
formato,19,formato,19,41240
collezion,FILOSOFIA,collezion,FILOSOFIA,41240
data_crea,2003-01-08 00:00:00,data_crea,2003-01-08 00:00:00,41240
segnatura,SR,segnatura,SR,41239
noName,142.5 S,noName,142.5 S,41239
cod_sez,FL,cod_sez,FL,41239
n_s_sez,21,n_s_sez,21,41239
autore,"SARTRE, JEAN-PAUL",autore,"SARTRE, JEAN-PAUL",41239
collabor,"E.G., P. CARUSO, CURAT.",collabor,"E.G., P. CARUSO, CURAT.",41239
edizione,I,edizione,I,41239
luogo_pub,MILANO,luogo_pub,MILANO,41239
editore,MONDADORI,editore,MONDADORI,41239
data_pub,COPYRIGHT 1970,data_pub,COPYRIGHT 1970,41239
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41239
pagine,298,pagine,298,41239
formato,19,formato,19,41239
collezion,FILOSOFIA,collezion,FILOSOFIA,41239
data_crea,2003-01-08 00:00:00,data_crea,2003-01-08 00:00:00,41239
segnatura,SR,segnatura,SR,41238
noName,142.2 F,noName,142.2 F,41238
cod_sez,FL,cod_sez,FL,41238
n_s_sez,21,n_s_sez,21,41238
autore,"FICHTE, G. A.",autore,"FICHTE, G. A.",41238
collabor,"C. MAZZANTINI, CURAT.",collabor,"C. MAZZANTINI, CURAT.",41238
edizione,I,edizione,I,41238
luogo_pub,TORINO,luogo_pub,TORINO,41238
editore,SEI,editore,SEI,41238
data_pub,COPYRIGHT 1958,data_pub,COPYRIGHT 1958,41238
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41238
pagine,199,pagine,199,41238
formato,21,formato,21,41238
collezion,FILOSOFIA,collezion,FILOSOFIA,41238
data_crea,2003-01-08 00:00:00,data_crea,2003-01-08 00:00:00,41238
segnatura,SR,segnatura,SR,41237
noName,142.2 A,noName,142.2 A,41237
cod_sez,FL,cod_sez,FL,41237
n_s_sez,21,n_s_sez,21,41237
autore,ALAIN,autore,ALAIN,41237
collabor,"S. SOLMI, CURAT.",collabor,"S. SOLMI, CURAT.",41237
edizione,I,edizione,I,41237
luogo_pub,TORINO,luogo_pub,TORINO,41237
editore,EINAUDI,editore,EINAUDI,41237
data_pub,COPYRIGHT 1975,data_pub,COPYRIGHT 1975,41237
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41237
pagine,248,pagine,248,41237
formato,18.5,formato,18.5,41237
collezion,FILOSOFIA,collezion,FILOSOFIA,41237
data_crea,2003-01-08 00:00:00,data_crea,2003-01-08 00:00:00,41237
segnatura,SR,segnatura,SR,41236
noName,142.2 H1,noName,142.2 H1,41236
cod_sez,FL,cod_sez,FL,41236
n_s_sez,21,n_s_sez,21,41236
autore,HEGEL,autore,HEGEL,41236
collabor,"N. MERKER-N.VACCARO, TRAD.",collabor,"N. MERKER-N.VACCARO, TRAD.",41236
edizione,I,edizione,I,41236
luogo_pub,TORINO,luogo_pub,TORINO,41236
editore,EINAUDI,editore,EINAUDI,41236
data_pub,COPYRIGHT 1976,data_pub,COPYRIGHT 1976,41236
volume,2025-02-02 00:00:00,volume,2025-02-02 00:00:00,41236
pagine,684-1426,pagine,684-1426,41236
formato,18.5,formato,18.5,41236
collezion,FILOSOFIA,collezion,FILOSOFIA,41236
data_crea,2003-01-08 00:00:00,data_crea,2003-01-08 00:00:00,41236
segnatura,SR,segnatura,SR,41235
noName,142.2 H,noName,142.2 H,41235
cod_sez,FL,cod_sez,FL,41235
n_s_sez,21,n_s_sez,21,41235
autore,HEGEL,autore,HEGEL,41235
collabor,"N. MERKER-N.VACCARO, TRAD.",collabor,"N. MERKER-N.VACCARO, TRAD.",41235
edizione,I,edizione,I,41235
luogo_pub,TORINO,luogo_pub,TORINO,41235
editore,EINAUDI,editore,EINAUDI,41235
data_pub,COPYRIGHT 1976,data_pub,COPYRIGHT 1976,41235
volume,2025-02-01 00:00:00,volume,2025-02-01 00:00:00,41235
pagine,684,pagine,684,41235
formato,18.5,formato,18.5,41235
collezion,FILOSOFIA,collezion,FILOSOFIA,41235
data_crea,2003-01-08 00:00:00,data_crea,2003-01-08 00:00:00,41235
segnatura,SR,segnatura,SR,41234
noName,142.1 C,noName,142.1 C,41234
cod_sez,FL,cod_sez,FL,41234
n_s_sez,21,n_s_sez,21,41234
autore,"CHIODI, PIETRO",autore,"CHIODI, PIETRO",41234
edizione,I,edizione,I,41234
luogo_pub,TORINO,luogo_pub,TORINO,41234
editore,LOESCHER,editore,LOESCHER,41234
data_pub,COPYRIGHT 1985,data_pub,COPYRIGHT 1985,41234
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41234
pagine,153,pagine,153,41234
formato,20,formato,20,41234
collezion,FILOSOFIA,collezion,FILOSOFIA,41234
data_crea,2003-01-08 00:00:00,data_crea,2003-01-08 00:00:00,41234
segnatura,SR,segnatura,SR,41233
noName,142.1 G,noName,142.1 G,41233
cod_sez,FL,cod_sez,FL,41233
n_s_sez,21,n_s_sez,21,41233
autore,"GALLUPPI, PASQUALE",autore,"GALLUPPI, PASQUALE",41233
edizione,I,edizione,I,41233
luogo_pub,TORINO,luogo_pub,TORINO,41233
editore,SEI,editore,SEI,41233
data_pub,COPYRIGHT 1949,data_pub,COPYRIGHT 1949,41233
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41233
pagine,141,pagine,141,41233
formato,19,formato,19,41233
collezion,FILOSOFIA,collezion,FILOSOFIA,41233
data_crea,2003-01-08 00:00:00,data_crea,2003-01-08 00:00:00,41233
segnatura,SR,segnatura,SR,41232
noName,142.1 K4,noName,142.1 K4,41232
cod_sez,FL,cod_sez,FL,41232
n_s_sez,21,n_s_sez,21,41232
autore,"KANT, IMMANUEL",autore,"KANT, IMMANUEL",41232
collabor,"M. DAL PRA, TRAD.",collabor,"M. DAL PRA, TRAD.",41232
edizione,I,edizione,I,41232
luogo_pub,VERONA,luogo_pub,VERONA,41232
editore,LA SCALIGERA,editore,LA SCALIGERA,41232
data_pub,COPYRIGHT 1940,data_pub,COPYRIGHT 1940,41232
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41232
pagine,168,pagine,168,41232
formato,20,formato,20,41232
collezion,FILOSOFIA,collezion,FILOSOFIA,41232
data_crea,2003-01-08 00:00:00,data_crea,2003-01-08 00:00:00,41232
segnatura,SR,segnatura,SR,41231
noName,142.1 K3,noName,142.1 K3,41231
cod_sez,FL,cod_sez,FL,41231
n_s_sez,21,n_s_sez,21,41231
autore,"KANT, IMMANUEL",autore,"KANT, IMMANUEL",41231
collabor,"G. VIDARI, TRAD.",collabor,"G. VIDARI, TRAD.",41231
edizione,I,edizione,I,41231
luogo_pub,TORINO,luogo_pub,TORINO,41231
editore,PARAVIA,editore,PARAVIA,41231
data_pub,COPYRIGHT 1923,data_pub,COPYRIGHT 1923,41231
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41231
pagine,96,pagine,96,41231
formato,20,formato,20,41231
collezion,FILOSOFIA,collezion,FILOSOFIA,41231
data_crea,2003-01-08 00:00:00,data_crea,2003-01-08 00:00:00,41231
segnatura,SR,segnatura,SR,41230
noName,142.1 K2,noName,142.1 K2,41230
cod_sez,FL,cod_sez,FL,41230
n_s_sez,21,n_s_sez,21,41230
autore,"KANT, IMMANUEL",autore,"KANT, IMMANUEL",41230
collabor,"GV. GENTILE, TRAD.",collabor,"GV. GENTILE, TRAD.",41230
edizione,I,edizione,I,41230
luogo_pub,BARI,luogo_pub,BARI,41230
editore,LATERZA,editore,LATERZA,41230
data_pub,COPYRIGHT 1966,data_pub,COPYRIGHT 1966,41230
volume,2025-02-02 00:00:00,volume,2025-02-02 00:00:00,41230
pagine,286 - 775,pagine,286 - 775,41230
formato,18,formato,18,41230
collezion,FILOSOFIA,collezion,FILOSOFIA,41230
data_crea,2003-01-08 00:00:00,data_crea,2003-01-08 00:00:00,41230
segnatura,SR,segnatura,SR,41229
noName,142.1 K1,noName,142.1 K1,41229
cod_sez,FL,cod_sez,FL,41229
n_s_sez,21,n_s_sez,21,41229
autore,"KANT, IMMANUEL",autore,"KANT, IMMANUEL",41229
collabor,"GV. GENTILE, TRAD.",collabor,"GV. GENTILE, TRAD.",41229
edizione,I,edizione,I,41229
luogo_pub,BARI,luogo_pub,BARI,41229
editore,LATERZA,editore,LATERZA,41229
data_pub,COPYRIGHT 1966,data_pub,COPYRIGHT 1966,41229
volume,2025-02-01 00:00:00,volume,2025-02-01 00:00:00,41229
pagine,286,pagine,286,41229
formato,18,formato,18,41229
collezion,FILOSOFIA,collezion,FILOSOFIA,41229
data_crea,2003-01-08 00:00:00,data_crea,2003-01-08 00:00:00,41229
segnatura,SR,segnatura,SR,41228
noName,142.1 K,noName,142.1 K,41228
cod_sez,FL,cod_sez,FL,41228
n_s_sez,21,n_s_sez,21,41228
autore,"KANT, IMMANUEL",autore,"KANT, IMMANUEL",41228
collabor,"F.CAPRA, TRAD.",collabor,"F.CAPRA, TRAD.",41228
edizione,I,edizione,I,41228
luogo_pub,BARI,luogo_pub,BARI,41228
editore,LATERZA,editore,LATERZA,41228
data_pub,COPYRIGHT 1972,data_pub,COPYRIGHT 1972,41228
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41228
pagine,228,pagine,228,41228
formato,18,formato,18,41228
collezion,FILOSOFIA,collezion,FILOSOFIA,41228
data_crea,2003-01-08 00:00:00,data_crea,2003-01-08 00:00:00,41228
segnatura,SR,segnatura,SR,41227
noName,141.8 S1,noName,141.8 S1,41227
cod_sez,FL,cod_sez,FL,41227
n_s_sez,21,n_s_sez,21,41227
autore,"SCIACCA, MICHELE FEDERICO",autore,"SCIACCA, MICHELE FEDERICO",41227
collabor,"A. CANTONI, CURAT.",collabor,"A. CANTONI, CURAT.",41227
edizione,I,edizione,I,41227
luogo_pub,TORINO,luogo_pub,TORINO,41227
editore,SEI,editore,SEI,41227
data_pub,COPYRIGHT 1960,data_pub,COPYRIGHT 1960,41227
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41227
pagine,192,pagine,192,41227
formato,24,formato,24,41227
collezion,FILOSOFIA,collezion,FILOSOFIA,41227
data_crea,2003-01-08 00:00:00,data_crea,2003-01-08 00:00:00,41227
segnatura,SR,segnatura,SR,41226
noName,141.8 S,noName,141.8 S,41226
cod_sez,FL,cod_sez,FL,41226
n_s_sez,21,n_s_sez,21,41226
autore,"STEFANINI, LUIGI",autore,"STEFANINI, LUIGI",41226
edizione,I,edizione,I,41226
luogo_pub,ROMA,luogo_pub,ROMA,41226
editore,STUDIUM,editore,STUDIUM,41226
data_pub,COPYRIGHT 1952,data_pub,COPYRIGHT 1952,41226
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41226
pagine,162,pagine,162,41226
formato,17,formato,17,41226
collezion,FILOSOFIA,collezion,FILOSOFIA,41226
data_crea,2003-01-08 00:00:00,data_crea,2003-01-08 00:00:00,41226
segnatura,SR,segnatura,SR,41225
noName,141.8 B,noName,141.8 B,41225
cod_sez,FL,cod_sez,FL,41225
n_s_sez,21,n_s_sez,21,41225
autore,"BUTTIGLIONE, ROCCO",autore,"BUTTIGLIONE, ROCCO",41225
edizione,I,edizione,I,41225
luogo_pub,MILANO,luogo_pub,MILANO,41225
editore,JACA BOOK,editore,JACA BOOK,41225
data_pub,COPYRIGHT 1982,data_pub,COPYRIGHT 1982,41225
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41225
pagine,346,pagine,346,41225
formato,23,formato,23,41225
collezion,FILOSOFIA,collezion,FILOSOFIA,41225
data_crea,2003-01-08 00:00:00,data_crea,2003-01-08 00:00:00,41225
segnatura,SR,segnatura,SR,41224
noName,141.8 R11,noName,141.8 R11,41224
cod_sez,FL,cod_sez,FL,41224
n_s_sez,21,n_s_sez,21,41224
autore,"MORANDO, DANTE",autore,"MORANDO, DANTE",41224
edizione,II,edizione,II,41224
luogo_pub,BRESCIA,luogo_pub,BRESCIA,41224
editore,LA SCUOLA,editore,LA SCUOLA,41224
data_pub,1945,data_pub,1945,41224
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41224
pagine,160,pagine,160,41224
formato,15.5,formato,15.5,41224
collezion,MAESTRI DEL PENSIERO,collezion,MAESTRI DEL PENSIERO,41224
data_crea,2003-01-08 00:00:00,data_crea,2003-01-08 00:00:00,41224
segnatura,SR,segnatura,SR,41223
noName,141.8 R10,noName,141.8 R10,41223
cod_sez,FL,cod_sez,FL,41223
n_s_sez,21,n_s_sez,21,41223
autore,"PUSINERI, GIOVANNI",autore,"PUSINERI, GIOVANNI",41223
edizione,II,edizione,II,41223
luogo_pub,DOMODOSSOLA,luogo_pub,DOMODOSSOLA,41223
editore,SODALITAS,editore,SODALITAS,41223
data_pub,1929,data_pub,1929,41223
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41223
pagine,350,pagine,350,41223
illustr,TAVOLE,illustr,TAVOLE,41223
formato,20,formato,20,41223
collezion,BIOGRAFIA,collezion,BIOGRAFIA,41223
data_crea,2003-01-08 00:00:00,data_crea,2003-01-08 00:00:00,41223
segnatura,SR,segnatura,SR,41222
noName,141.8 R9,noName,141.8 R9,41222
cod_sez,FL,cod_sez,FL,41222
n_s_sez,6,n_s_sez,6,41222
autore,"ROSMINI, ANTONIO",autore,"ROSMINI, ANTONIO",41222
edizione,I,edizione,I,41222
luogo_pub,DOMODOSSOLA,luogo_pub,DOMODOSSOLA,41222
editore,SODALITAS,editore,SODALITAS,41222
data_pub,1950,data_pub,1950,41222
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41222
pagine,317,pagine,317,41222
formato,16.5,formato,16.5,41222
collezion,MEDITAZIONI TRATTE DALLE LETTERE,collezion,MEDITAZIONI TRATTE DALLE LETTERE,41222
data_crea,2003-01-08 00:00:00,data_crea,2003-01-08 00:00:00,41222
segnatura,SR,segnatura,SR,41221
noName,141.8 R8,noName,141.8 R8,41221
cod_sez,FL,cod_sez,FL,41221
n_s_sez,6,n_s_sez,6,41221
autore,"ROSMINI, ANTONIO",autore,"ROSMINI, ANTONIO",41221
edizione,I,edizione,I,41221
luogo_pub,DOMODOSSOLA,luogo_pub,DOMODOSSOLA,41221
editore,SODALITAS,editore,SODALITAS,41221
data_pub,1940,data_pub,1940,41221
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41221
pagine,284,pagine,284,41221
formato,16.5,formato,16.5,41221
collezion,PAGINE SCELTE DI ASCETICA,collezion,PAGINE SCELTE DI ASCETICA,41221
data_crea,2003-01-08 00:00:00,data_crea,2003-01-08 00:00:00,41221
segnatura,SR,segnatura,SR,41220
noName,141.8 R7,noName,141.8 R7,41220
cod_sez,FL,cod_sez,FL,41220
n_s_sez,6,n_s_sez,6,41220
autore,"ROSMINI, ANTONIO",autore,"ROSMINI, ANTONIO",41220
collabor,"MANLIO CANAVESI, CURAT.",collabor,"MANLIO CANAVESI, CURAT.",41220
edizione,I,edizione,I,41220
luogo_pub,TORINO,luogo_pub,TORINO,41220
editore,L.I.C.E.,editore,L.I.C.E.,41220
data_pub,1942,data_pub,1942,41220
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41220
pagine,229,pagine,229,41220
formato,16,formato,16,41220
collezion,PAGINE SCELTE DI ASCETICA,collezion,PAGINE SCELTE DI ASCETICA,41220
data_crea,2003-01-08 00:00:00,data_crea,2003-01-08 00:00:00,41220
segnatura,SR,segnatura,SR,41219
noName,141.8 R6,noName,141.8 R6,41219
cod_sez,FL,cod_sez,FL,41219
n_s_sez,6,n_s_sez,6,41219
autore,"ROSMINI, ANTONIO",autore,"ROSMINI, ANTONIO",41219
collabor,"G. BONAFEDE, CURAT.",collabor,"G. BONAFEDE, CURAT.",41219
edizione,I,edizione,I,41219
luogo_pub,TORINO,luogo_pub,TORINO,41219
editore,SEI,editore,SEI,41219
data_pub,1963,data_pub,1963,41219
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41219
pagine,136,pagine,136,41219
formato,20,formato,20,41219
collezion,I CLASSICI DELLA FILOSOFIA,collezion,I CLASSICI DELLA FILOSOFIA,41219
data_crea,2003-01-08 00:00:00,data_crea,2003-01-08 00:00:00,41219
segnatura,SR,segnatura,SR,41218
noName,141.8 R5,noName,141.8 R5,41218
cod_sez,FL,cod_sez,FL,41218
n_s_sez,6,n_s_sez,6,41218
autore,"ROSMINI, ANTONIO",autore,"ROSMINI, ANTONIO",41218
collabor,"DANTE MORANDO, CURAT.",collabor,"DANTE MORANDO, CURAT.",41218
edizione,I,edizione,I,41218
luogo_pub,TORINO,luogo_pub,TORINO,41218
editore,SEI,editore,SEI,41218
data_pub,1965,data_pub,1965,41218
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41218
pagine,120,pagine,120,41218
formato,20,formato,20,41218
collezion,I CLASSICI DELLA FILOSOFIA,collezion,I CLASSICI DELLA FILOSOFIA,41218
note_sp,ESTRATTI,note_sp,ESTRATTI,41218
data_crea,2003-01-08 00:00:00,data_crea,2003-01-08 00:00:00,41218
segnatura,SR,segnatura,SR,41217
noName,141.8 R4,noName,141.8 R4,41217
cod_sez,FL,cod_sez,FL,41217
n_s_sez,6,n_s_sez,6,41217
autore,"ROSMINI, ANTONIO",autore,"ROSMINI, ANTONIO",41217
collabor,"C. CAVIGLIONE, CURAT.",collabor,"C. CAVIGLIONE, CURAT.",41217
edizione,II,edizione,II,41217
luogo_pub,TORINO,luogo_pub,TORINO,41217
editore,PARAVIA,editore,PARAVIA,41217
data_pub,1945,data_pub,1945,41217
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41217
pagine,162,pagine,162,41217
formato,18,formato,18,41217
collezion,FILOSOFIA / MORALE,collezion,FILOSOFIA / MORALE,41217
data_crea,2003-01-08 00:00:00,data_crea,2003-01-08 00:00:00,41217
segnatura,SR,segnatura,SR,41216
noName,141.8 R3,noName,141.8 R3,41216
cod_sez,FL,cod_sez,FL,41216
n_s_sez,6,n_s_sez,6,41216
autore,"ROSMINI, ANTONIO",autore,"ROSMINI, ANTONIO",41216
collabor,"GIOVANNI GENTILE, CURAT.",collabor,"GIOVANNI GENTILE, CURAT.",41216
edizione,I,edizione,I,41216
luogo_pub,TORINO,luogo_pub,TORINO,41216
editore,PARAVIA,editore,PARAVIA,41216
data_pub,1920,data_pub,1920,41216
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41216
pagine,407,pagine,407,41216
formato,19.5,formato,19.5,41216
collezion,FILOSOFIA / PEDAGOGIA,collezion,FILOSOFIA / PEDAGOGIA,41216
data_crea,2003-01-08 00:00:00,data_crea,2003-01-08 00:00:00,41216
segnatura,SR,segnatura,SR,41215
noName,141.8 R2,noName,141.8 R2,41215
cod_sez,FL,cod_sez,FL,41215
n_s_sez,6,n_s_sez,6,41215
autore,"ROSMINI, ANTONIO",autore,"ROSMINI, ANTONIO",41215
collabor,"CLEMENTE RIVA, CURAT.",collabor,"CLEMENTE RIVA, CURAT.",41215
edizione,VI,edizione,VI,41215
luogo_pub,BRESCIA,luogo_pub,BRESCIA,41215
editore,MORCELLIANA,editore,MORCELLIANA,41215
data_pub,COPYRIGHT 1979,data_pub,COPYRIGHT 1979,41215
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41215
pagine,436,pagine,436,41215
formato,20,formato,20,41215
collezion,FILOSOFIA,collezion,FILOSOFIA,41215
data_crea,2003-01-08 00:00:00,data_crea,2003-01-08 00:00:00,41215
segnatura,SR,segnatura,SR,41214
noName,141.8 R1,noName,141.8 R1,41214
cod_sez,FL,cod_sez,FL,41214
n_s_sez,21,n_s_sez,21,41214
autore,"ROSMINI, ANTONIO",autore,"ROSMINI, ANTONIO",41214
collabor,"UMBERTO MURATORE, CURAT.",collabor,"UMBERTO MURATORE, CURAT.",41214
edizione,I,edizione,I,41214
luogo_pub,ROMA,luogo_pub,ROMA,41214
editore,CITTA' NUOVA,editore,CITTA' NUOVA,41214
data_pub,COPYRIGHT 1983,data_pub,COPYRIGHT 1983,41214
volume,2028-02-01 00:00:00,volume,2028-02-01 00:00:00,41214
pagine,498,pagine,498,41214
formato,24,formato,24,41214
collezion,FILOSOFIA CONTEMPORANEA,collezion,FILOSOFIA CONTEMPORANEA,41214
data_crea,2003-01-08 00:00:00,data_crea,2003-01-08 00:00:00,41214
segnatura,SR,segnatura,SR,41213
noName,141.8 M2,noName,141.8 M2,41213
cod_sez,FL,cod_sez,FL,41213
n_s_sez,21,n_s_sez,21,41213
autore,"MOUNIER, EMMANUEL",autore,"MOUNIER, EMMANUEL",41213
collabor,"F. MAZZIARIOL, TRAD.",collabor,"F. MAZZIARIOL, TRAD.",41213
edizione,I,edizione,I,41213
luogo_pub,REGGIO EMILIA,luogo_pub,REGGIO EMILIA,41213
editore,CITTA' ARMONIOSA,editore,CITTA' ARMONIOSA,41213
data_pub,COPYRIGHT 1982,data_pub,COPYRIGHT 1982,41213
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41213
pagine,526,pagine,526,41213
formato,21,formato,21,41213
collezion,FILOSOFIA CONTEMPORANEA,collezion,FILOSOFIA CONTEMPORANEA,41213
data_crea,2003-01-08 00:00:00,data_crea,2003-01-08 00:00:00,41213
segnatura,SR,segnatura,SR,41212
noName,141.8 M1,noName,141.8 M1,41212
cod_sez,FL,cod_sez,FL,41212
n_s_sez,21,n_s_sez,21,41212
autore,"MOUNIER, EMMANUEL",autore,"MOUNIER, EMMANUEL",41212
collabor,"G. MOTTURA, TRAD.",collabor,"G. MOTTURA, TRAD.",41212
edizione,I,edizione,I,41212
luogo_pub,TORINO,luogo_pub,TORINO,41212
editore,EINAUDI,editore,EINAUDI,41212
data_pub,COPYRIGHT 1975,data_pub,COPYRIGHT 1975,41212
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41212
pagine,117,pagine,117,41212
formato,19,formato,19,41212
collezion,FILOSOFIA CONTEMPORANEA,collezion,FILOSOFIA CONTEMPORANEA,41212
data_crea,2003-01-08 00:00:00,data_crea,2003-01-08 00:00:00,41212
segnatura,SR,segnatura,SR,41211
noName,141.8 R,noName,141.8 R,41211
cod_sez,FL,cod_sez,FL,41211
n_s_sez,21,n_s_sez,21,41211
collabor,"A.V.- A. RIGOBELLO, CURAT.",collabor,"A.V.- A. RIGOBELLO, CURAT.",41211
edizione,I,edizione,I,41211
luogo_pub,ROMA,luogo_pub,ROMA,41211
editore,CITTA' NUOVA,editore,CITTA' NUOVA,41211
data_pub,COPYRIGHT 1975,data_pub,COPYRIGHT 1975,41211
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41211
pagine,321,pagine,321,41211
formato,18.5,formato,18.5,41211
collezion,FILOSOFIA CONTEMPORANEA,collezion,FILOSOFIA CONTEMPORANEA,41211
data_crea,2003-01-08 00:00:00,data_crea,2003-01-08 00:00:00,41211
segnatura,SR,segnatura,SR,41210
noName,141.8 M,noName,141.8 M,41210
cod_sez,FL,cod_sez,FL,41210
n_s_sez,21,n_s_sez,21,41210
autore,"MOUNIER, EMMANUEL",autore,"MOUNIER, EMMANUEL",41210
collabor,"A. CARDIN, TRAD.",collabor,"A. CARDIN, TRAD.",41210
edizione,VII,edizione,VII,41210
luogo_pub,ROMA,luogo_pub,ROMA,41210
editore,A.V.E.,editore,A.V.E.,41210
data_pub,COPYRIGHT 1982,data_pub,COPYRIGHT 1982,41210
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41210
pagine,171,pagine,171,41210
formato,18.5,formato,18.5,41210
collezion,FILOSOFIA CONTEMPORANEA,collezion,FILOSOFIA CONTEMPORANEA,41210
data_crea,2003-01-08 00:00:00,data_crea,2003-01-08 00:00:00,41210
segnatura,SR,segnatura,SR,41209
noName,141.5 V1,noName,141.5 V1,41209
cod_sez,FL,cod_sez,FL,41209
n_s_sez,20,n_s_sez,20,41209
autore,VOLTAIRE,autore,VOLTAIRE,41209
